questionid,author,question,options,answer,concept
4340101,黃乙庭,下列何者正確？,"1.基模不隨年齡改變是為了保有個人價值觀,    2.將新訊息納入既有基模中稱為組織,    3.基模隨年紀和經歷，不斷調適、同化產生不同的基模,    4.基模概念由行為主義中提出,    ",3,基模
4340102,黃乙庭,關於感覺動作期的敘述何者錯誤?,"1.年齡0-2歲，嬰兒期,    2.物體恆存性,    3.試誤學習,    4.自我中心主義,    ",4,感覺動作期
4340103,黃乙庭,小強是十歲的國小生，下列哪一個是他是最不可能理解的？,"1.遞移能力：a>b, b>c所以a>c,    2.倒反能力：a大於b 所以 b小於a,    3.可逆：1+2=3可知3-2=1,    4.抽象能力思考：處理假設性問題,    ",4,具體運思期
4340104,黃乙庭,小文把同樣多的水先是倒入瘦杯，再倒入胖杯中，妹妹在一旁看到，一直覺得小文施了魔法，覺得水量是不一樣的，請問，妹妹的發展階段屬於哪個?,"1.感覺運動期,    2.前運思期,    3.具體運思期,    4.形式運思期,    ",2,前運思期、專注現象
4340105,黃乙庭,關於認知發展四階段，依照年齡排序為何？,"1.1.感覺動作期 2.前運思期 3.具體運思期 4.形式運思期,    2.1.感覺動作期 2.具體運思期 3.前運思期 4.形式運思期,    3.1.前運思期 2.感覺動作期 3.具體運思期 4.形式運思期,    4.1.感覺動作期 2.前運思期 3.形式運思期 4.具體運思期,    ",1,認知發展連續論
4340201,黃乙庭,關於近側發展區的敘述何者錯誤？,"1.又稱ZPD,    2.是學習者的潛在發展區,    3.教學目標必須超出近側發展區,    4.教學目標必須介於近側發展區之間,    ",3,近側發展區
4340202,黃乙庭,關於鷹架理論何者錯誤？,"1.學習過程鷹架會拆除,    2.學習過程進入新階段，先前的鷹架不會拆除,    3.鷹架是由老師提供協助,    4.鷹架可由同儕間得到協助,    ",2,鷹架構築、鷹架撤除
4340203,黃乙庭,下列關於社會學習理論概念不包含何者？,"1.楷模學習,    2.替代學習,    3.自我調適,    4.操作制約,    ",0,"3,4都是答案"
4340204,黃乙庭,小強常常看到不愛寫功課的小派被老師處罰，為了避免受到懲罰，小強引以為戒，每天認真作完當日的作業，請問下列選項何者符合小強的學習？,"1.楷模學習,    2.替代學習,    3.模仿學習,    4.自我調適,    ",2,替代學習
4340205,黃乙庭,下列關於觀察學習四大階段的順序何者有正確？,"1.注意階段-保留階段-動機階段-再生階段,    2.動機階段-再生階段-注意階段-保留階段,    3.動機階段-注意階段-再生階段-保留階段,    4.注意階段-保留階段-再生階段-動機階段,    ",4,觀察學習四階段
4340301,黃乙庭,下列關於行為主義相關的選項何者不正確？,"1.Skinner Box老鼠壓杆實驗,    2.古典制約的狗與鈴聲實驗,    3.獎勵與逞罰,    4.鷹架架設與撤除,    ",4,
